ANXA3,intracellular
ANXA6,intracellular
MAOB,intracellular
ENTHD2,intracellular
AP5M1,intracellular
ANAPC16,intracellular
APLNR,intracellular
APOA2,extracellular
APOC4,extracellular
APOL2,extracellular
PRNP,intracellular
AQP4,intracellular
AQP9,intracellular
ARPC1B,intracellular
AREL1,intracellular
ARF3,intracellular
ARF5,intracellular
ARHGEF40,intracellular
ARHGEF1,intracellular
ARHGEF7,intracellular
ARHGEF10,intracellular
ARHGEF18,intracellular
AKR7A3,intracellular
ARL14,intracellular
ARL15,intracellular
ARMC1,intracellular
ARMS2,intracellular
ARNT2,intracellular
ACSM5,intracellular
ACTG2,intracellular
ACTA1,intracellular
ACVR1C,intracellular
ACVRL1,intracellular
ADAM20,intracellular
ADAD1,intracellular
AADACL2,extracellular
ADCY9,intracellular
ADM,extracellular
ADRB3,intracellular
AGAP2,intracellular
AGFG1,intracellular
AGGF1,extracellular
PGM3,intracellular
AGO1,intracellular
AHSP,intracellular
AIDA,intracellular
AIFM3,intracellular
AIM2,intracellular
AKAIN1,intracellular
AKAP2,intracellular
ANKDD1B,intracellular
AKAP8L,intracellular
AKTIP,intracellular
ALS2CR11,intracellular
ALG13,intracellular
ALG14,intracellular
ALG1L,intracellular
ALG6,intracellular
ALLC,intracellular
GFER,extracellular
ALX4,intracellular
AMACR,intracellular
AMER3,intracellular
AMIGO2,intracellular
LAP3,intracellular
ANKRD13A,intracellular
ANKRD13B,intracellular
ANP32B,intracellular
ANAPC2,intracellular
ANG,extracellular
ACSM2B,intracellular
ACSM3,intracellular
ACTA2,intracellular
ACTG1,ECM
ACTN1,extracellular
ACTN3,intracellular
ACYP1,intracellular
ADRA2C,intracellular
ADAP2,intracellular
ADCY2,intracellular
ADCY5,intracellular
ADCY7,intracellular
ADCY8,intracellular
ADH1A,intracellular
ADH1B,intracellular
ADH7,extracellular
ADIG,intracellular
ADNP2,intracellular
ADPGK,extracellular
ADPRM,intracellular
SLC25A6,ECM
AEN,intracellular
AGAP11,intracellular
AGAP6,intracellular
AGK,intracellular
ADGRA2,intracellular
ADGRB2,intracellular
ADGRB3,intracellular
ADGRG2,intracellular
ADGRG3,intracellular
AGRP,extracellular
AGXT2,intracellular
AHNAK,intracellular
AHSA2,intracellular
AIMP1,extracellular
AJAP1,intracellular
AJUBA,intracellular
AKAP10,intracellular
AKAP14,intracellular
AKAP8,intracellular
AURKAIP1,intracellular
AKNA,intracellular
AKAP13,intracellular
ALDH3A2,intracellular
ALKBH1,intracellular
ALKBH3,intracellular
ALKBH7,intracellular
ALPK2,intracellular
ALS2,intracellular
AMN,intracellular
AMOTL2,intracellular
ARSH,intracellular
ASAH2,intracellular
ASAP1,intracellular
ASB12,intracellular
ASB15,intracellular
ASB16,intracellular
ASB5,intracellular
ASB7,intracellular
ASIC5,intracellular
PPP1R13B,intracellular
ASUN,intracellular
ASXL2,intracellular
ASZ1,intracellular
ATP10A,intracellular
ATP10D,intracellular
ATP11B,intracellular
ATP12A,intracellular
ATP13A2,intracellular
ATP2A1,intracellular
ATP2B3,intracellular
ETNPPL,intracellular
ATP5G1,intracellular
ATF7,intracellular
ATG4D,intracellular
ATG9B,intracellular
ATL2,intracellular
ATN1,intracellular
FXYD2,intracellular
MT-ATP6,intracellular
ATP5J2,intracellular
ATRX,intracellular
ADAMTS19,ECM
ADAMTS1,ECM
ADAMTS4,ECM
ADAMTS8,ECM
ADAMTS9,ECM
C2orf40,extracellular
ACTR10,intracellular
ARPC3,intracellular
ARRDC5,intracellular
NAT2,intracellular
ARX,intracellular
ASAH1,intracellular
ASB11,intracellular
ASB1,intracellular
ASCC1,intracellular
ASF1B,intracellular
ASF1A,intracellular
ASIC2,intracellular
SMPDL3B,extracellular
ASNS,intracellular
ASPHD1,intracellular
ASPH,intracellular
ACRV1,intracellular
ASTE1,intracellular
ASTN2,intracellular
ATP1A1,intracellular
ATP1A4,intracellular
ATP2A3,intracellular
ATP2B2,intracellular
ATP5G3,intracellular
ATP8A2,intracellular
ATAD2,intracellular
ATAT1,intracellular
ATF6,intracellular
ATG10,intracellular
ATG2A,intracellular
ATP5S,intracellular
ATP7A,intracellular
RPS19BP1,intracellular
ARPP19,intracellular
ARSG,intracellular
ASB9,intracellular
ASCL5,intracellular
ASCL2,intracellular
ASNSD1,intracellular
WDR83OS,intracellular
ATP10B,intracellular
ATP13A3,intracellular
ATP13A4,intracellular
ATP1A3,intracellular
ATP1B1,intracellular
ATP1B4,intracellular
ATP8A1,intracellular
ATP8B1,intracellular
ATAD3C,intracellular
ATF2,intracellular
ATF5,intracellular
ATG4A,intracellular
ATG7,intracellular
ATG9A,intracellular
ATL3,intracellular
ATMIN,intracellular
ATOH8,intracellular
ATP4A,intracellular
ATP5A1,ECM
ATP5B,ECM
ARMC7,intracellular
ARMCX2,intracellular
ACTR8,intracellular
ARPIN,intracellular
ARSF,extracellular
NAT1,intracellular
AS3MT,intracellular
ASB17,intracellular
ASB4,intracellular
ASB6,intracellular
ASCL1,intracellular
ASIC1,intracellular
ASPHD2,intracellular
ASPM,intracellular
ASS1,intracellular
ATP2B1,intracellular
ATP2C1,intracellular
PHYKPL,intracellular
ATP5G2,intracellular
ATP8B3,intracellular
ATAD1,intracellular
ATAD5,intracellular
ATCAY,intracellular
ATAD3B,intracellular
